Grupo	Código	Parroquia Base	Región	Código	Provincia	Código	Cantón	Código	Parroquia
103			Sierra	10	Imbabura	1001	Ibarra	100153	Carolina
103			Sierra	10	Imbabura	1006	Urcuqui	100651	Cahuasqui
103			Sierra	10	Imbabura	1006	Urcuqui	100653	Pablo Arenas
103			Sierra	10	Imbabura	1006	Urcuqui	100655	Tumbabiro
104	210552	La SofÝa	AmazonÝa	21	Sucumbios	2105	Sucumbios	210552	La SofÝa
105			Costa	08	Esmeraldas	0803	Muisne	080350	Muisne
105			Costa	08	Esmeraldas	0803	Muisne	080357	San Gregorio
105			Costa	08	Esmeraldas	0803	Muisne	080351	BolÝvar
105			Costa	08	Esmeraldas	0803	Muisne	080352	Daule
105									
106			Sierra	10	Imbabura	1003	Cotacachi	100357	6 de Julio de Cuellaje (cab. en Cuellaje)
106			Sierra	10	Imbabura	1003	Cotacachi	100351	Apuela
107			Sierra	10	Imbabura	1001	Ibarra	100150	Ibarra
107			Sierra	10	Imbabura	1006	Urcuqui	100650	Urcuqui
107			Sierra	10	Imbabura	1002	Antonio Ante	100251	Imbaya (San Luis de Cobuendo)
108			Sierra	10	Imbabura	1006	Urcuqui	100653	Pablo Arenas
108			Sierra	10	Imbabura	1006	Urcuqui	100655	Tumbabiro
108			Sierra	10	Imbabura	1006	Urcuqui	100654	San Blas
108			Sierra	10	Imbabura	1006	Urcuqui	100650	Urcuqui
109			Sierra	10	Imbabura	1001	Ibarra	100150	Ibarra
109			Sierra	10	Imbabura	1001	Ibarra	100151	Ambuqui
110	080450	Rosa Zarate (Quininde)	Costa	08	Esmeraldas	0804	Quininde	080450	Rosa Zarate (Quininde)
111			Sierra	10	Imbabura	1003	Cotacachi	100353	Imantag
111			Sierra	10	Imbabura	1006	Urcuqui	100653	Pablo Arenas
111			Sierra	10	Imbabura	1006	Urcuqui	100655	Tumbabiro
111			Sierra	10	Imbabura	1006	Urcuqui	100654	San Blas
111			Sierra	10	Imbabura	1006	Urcuqui	100650	Urcuqui
112			Sierra	10	Imbabura	1001	Ibarra	100156	Salinas
112			Sierra	10	Imbabura	1006	Urcuqui	100655	Tumbabiro
112			Sierra	10	Imbabura	1006	Urcuqui	100654	San Blas
112			Sierra	10	Imbabura	1006	Urcuqui	100650	Urcuqui
112			Sierra	10	Imbabura	1002	Antonio Ante	100251	Imbaya (San Luis de Cobuendo)
112			Sierra	10	Imbabura	1002	Antonio Ante	100253	San JosÚ de Chaltura
113			Sierra	04	Carchi	0402	Bolivar	040250	BolÝvar
113			Sierra	04	Carchi	0402	Bolivar	040252	Los Andes
113			Sierra	04	Carchi	0402	Bolivar	040255	San Rafael
113			Sierra	10	Imbabura	1005	Pimampiro	100550	Pimampiro
113			Sierra	04	Carchi	0402	Bolivar	040253	Monte Olivo
113			Sierra	10	Imbabura	1005	Pimampiro	100551	Chuga
114			AmazonÝa	21	Sucumbios	2105	Sucumbios	210553	Rosa Florida
114									
115			Costa	08	Esmeraldas	0803	Muisne	080357	San Gregorio
115			Costa	08	Esmeraldas	0803	Muisne	080352	Daule
115			Costa	08	Esmeraldas	0803	Muisne	080358	San JosÚ de Chamanga (cab. en Chamanga)
115			Costa	08	Esmeraldas	0803	Muisne	080355	Salima
115									
116			Costa	08	Esmeraldas	0803	Muisne	080352	Daule
116			Costa	08	Esmeraldas	0803	Muisne	080358	San JosÚ de Chamanga (cab. en Chamanga)
116			Costa	08	Esmeraldas	0803	Muisne	080355	Salima
116			Costa	13	Manabi	1317	Pedernales	131751	Cojimies
116									
117			Sierra	10	Imbabura	1001	Ibarra	100151	Ambuqui
117			Sierra	10	Imbabura	1005	Pimampiro	100550	Pimampiro
117			Sierra	10	Imbabura	1005	Pimampiro	100551	Chuga
117			Sierra	10	Imbabura	1005	Pimampiro	100553	San Francisco de Sigsipan
117			Sierra	10	Imbabura	1005	Pimampiro	100552	Mariano Acosta
118			AmazonÝa	21	Sucumbios	2105	Sucumbios	210551	El Playon de San Francisco
118			Sierra	04	Carchi	0405	Montufar	040554	La Paz
118			Sierra	04	Carchi	0402	Bolivar	040250	BolÝvar
118			Sierra	04	Carchi	0402	Bolivar	040255	San Rafael
118			Sierra	04	Carchi	0402	Bolivar	040253	Monte Olivo
118			Sierra	10	Imbabura	1005	Pimampiro	100551	Chuga
119	210354	Santa Elena	AmazonÝa	21	Sucumbios	2103	Putumayo	210354	Santa Elena
120			Sierra	10	Imbabura	1003	Cotacachi	100354	Pe±aherrera
120			Sierra	10	Imbabura	1003	Cotacachi	100352	Garcia Moreno (Llurimagua)
120			Sierra	10	Imbabura	1003	Cotacachi	100358	Vacas Galindo (El Churo) (cab. en San Miguel_Alto)
121	100352	Garcia Moreno (Llurimagua)	Sierra	10	Imbabura	1003	Cotacachi	100352	Garcia Moreno (Llurimagua)
122			Sierra	04	Carchi	0402	Bolivar	040255	San Rafael
122			Sierra	10	Imbabura	1005	Pimampiro	100550	Pimampiro
122			Sierra	04	Carchi	0402	Bolivar	040253	Monte Olivo
122			Sierra	10	Imbabura	1005	Pimampiro	100551	Chuga
122			Sierra	10	Imbabura	1005	Pimampiro	100553	San Francisco de Sigsipan
123			Sierra	10	Imbabura	1001	Ibarra	100150	Ibarra
123			Sierra	10	Imbabura	1006	Urcuqui	100650	Urcuqui
123			Sierra	10	Imbabura	1002	Antonio Ante	100251	Imbaya (San Luis de Cobuendo)
123			Sierra	10	Imbabura	1002	Antonio Ante	100253	San JosÚ de Chaltura
123			Sierra	10	Imbabura	1001	Ibarra	100157	San Antonio
124			Sierra	10	Imbabura	1003	Cotacachi	100353	Imantag
124			Sierra	10	Imbabura	1001	Ibarra	100150	Ibarra
124			Sierra	10	Imbabura	1006	Urcuqui	100654	San Blas
124			Sierra	10	Imbabura	1006	Urcuqui	100650	Urcuqui
124			Sierra	10	Imbabura	1002	Antonio Ante	100251	Imbaya (San Luis de Cobuendo)
124			Sierra	10	Imbabura	1002	Antonio Ante	100253	San JosÚ de Chaltura
124			Sierra	10	Imbabura	1001	Ibarra	100157	San Antonio
124			Sierra	10	Imbabura	1002	Antonio Ante	100250	Atuntaqui
124			Sierra	10	Imbabura	1002	Antonio Ante	100252	San Francisco de Natabuela
125			Galßpagos	20	Gal?pagos	2003	Bellavista	200351	Isla Marchena (Bindloe)
125									
126			AmazonÝa	21	Sucumbios	2101	Lago Agrio	210157	Jambeli
126			AmazonÝa	21	Sucumbios	2106	Cascales	210651	Santa Rosa de Sucumbios
127			AmazonÝa	21	Sucumbios	2106	Cascales	210650	El Dorado de Cascales
127			AmazonÝa	21	Sucumbios	2106	Cascales	210652	Sevilla
128			Sierra	10	Imbabura	1003	Cotacachi	100351	Apuela
128			Sierra	10	Imbabura	1003	Cotacachi	100355	Plaza Gutierrez (Calvario)
128			Sierra	10	Imbabura	1003	Cotacachi	100356	Quiroga
128			Sierra	10	Imbabura	1004	Otavalo	100459	Selva Alegre (cab. en San Miguel de Pamplona)
129			Sierra	10	Imbabura	1001	Ibarra	100150	Ibarra
129			Sierra	10	Imbabura	1002	Antonio Ante	100253	San JosÚ de Chaltura
129			Sierra	10	Imbabura	1001	Ibarra	100157	San Antonio
129			Sierra	10	Imbabura	1002	Antonio Ante	100250	Atuntaqui
129			Sierra	10	Imbabura	1002	Antonio Ante	100252	San Francisco de Natabuela
129			Sierra	10	Imbabura	1002	Antonio Ante	100254	San Roque
130			Sierra	10	Imbabura	1003	Cotacachi	100353	Imantag
130			Sierra	10	Imbabura	1002	Antonio Ante	100253	San JosÚ de Chaltura
130			Sierra	10	Imbabura	1001	Ibarra	100157	San Antonio
130			Sierra	10	Imbabura	1002	Antonio Ante	100250	Atuntaqui
130			Sierra	10	Imbabura	1002	Antonio Ante	100252	San Francisco de Natabuela
130			Sierra	10	Imbabura	1003	Cotacachi	100350	Cotacachi
130			Sierra	10	Imbabura	1002	Antonio Ante	100254	San Roque
130			Sierra	10	Imbabura	1004	Otavalo	100456	San Juan de Iluman
131			Costa	08	Esmeraldas	0803	Muisne	080352	Daule
131			Costa	08	Esmeraldas	0803	Muisne	080358	San JosÚ de Chamanga (cab. en Chamanga)
131			Costa	08	Esmeraldas	0803	Muisne	080355	Salima
131									
132			Costa	08	Esmeraldas	0804	Quininde	080453	Malimpia
132			Costa	90	No Delimitada	9001	Las Golondrinas	900151	Las Golondrinas
132			Sierra	17	Pichincha	1709	Puerto Quito	170950	Puerto Quito
132			Sierra	17	Pichincha	1708	Pedro Vicente Maldonado	170850	Pedro Vicente Maldonado
133			AmazonÝa	21	Sucumbios	2102	Gonzalo Pizarro	210254	Puerto Libre
133			AmazonÝa	21	Sucumbios	2102	Gonzalo Pizarro	210250	Lumbaqui
134			Costa	08	Esmeraldas	0803	Muisne	080358	San JosÚ de Chamanga (cab. en Chamanga)
134			Costa	08	Esmeraldas	0803	Muisne	080355	Salima
134			Costa	13	Manabi	1317	Pedernales	131751	Cojimies
134									
135			Sierra	10	Imbabura	1003	Cotacachi	100351	Apuela
135			Sierra	10	Imbabura	1003	Cotacachi	100354	Pe±aherrera
135			Sierra	10	Imbabura	1003	Cotacachi	100352	Garcia Moreno (Llurimagua)
135			Sierra	10	Imbabura	1003	Cotacachi	100358	Vacas Galindo (El Churo) (cab. en San Miguel_Alto)
135			Sierra	10	Imbabura	1004	Otavalo	100459	Selva Alegre (cab. en San Miguel de Pamplona)
136			Sierra	10	Imbabura	1001	Ibarra	100150	Ibarra
136			Sierra	10	Imbabura	1002	Antonio Ante	100253	San JosÚ de Chaltura
136			Sierra	10	Imbabura	1001	Ibarra	100157	San Antonio
136			Sierra	10	Imbabura	1002	Antonio Ante	100250	Atuntaqui
136			Sierra	10	Imbabura	1002	Antonio Ante	100252	San Francisco de Natabuela
136			Sierra	10	Imbabura	1002	Antonio Ante	100254	San Roque
136			Sierra	10	Imbabura	1004	Otavalo	100456	San Juan de Iluman
136			Sierra	10	Imbabura	1004	Otavalo	100451	Dr. Miguel Egas Cabezas (Peguche)
137	100553	San Francisco de Sigsipan	Sierra	10	Imbabura	1005	Pimampiro	100553	San Francisco de Sigsipan
138			Sierra	10	Imbabura	1003	Cotacachi	100353	Imantag
138			Sierra	10	Imbabura	1003	Cotacachi	100350	Cotacachi
138			Sierra	10	Imbabura	1003	Cotacachi	100356	Quiroga
138			Sierra	10	Imbabura	1004	Otavalo	100455	San JosÚ de Quichinche
138			Sierra	10	Imbabura	1004	Otavalo	100456	San Juan de Iluman
138			Sierra	10	Imbabura	1004	Otavalo	100450	Otavalo
139			Galßpagos	20	Gal?pagos	2001	San Cristobal	200152	Isla Genovesa (Tower)
139									
140			Sierra	10	Imbabura	1003	Cotacachi	100355	Plaza Gutierrez (Calvario)
140			Sierra	10	Imbabura	1003	Cotacachi	100350	Cotacachi
140			Sierra	10	Imbabura	1003	Cotacachi	100356	Quiroga
140			Sierra	10	Imbabura	1004	Otavalo	100455	San JosÚ de Quichinche
141			AmazonÝa	21	Sucumbios	2103	Putumayo	210350	Puerto El Carmen del Putumayo
141									
142			Sierra	10	Imbabura	1005	Pimampiro	100553	San Francisco de Sigsipan
142			Sierra	10	Imbabura	1005	Pimampiro	100552	Mariano Acosta
142			Sierra	10	Imbabura	1001	Ibarra	100152	Angochagua
143			Sierra	10	Imbabura	1001	Ibarra	100150	Ibarra
143			Sierra	10	Imbabura	1001	Ibarra	100157	San Antonio
143			Sierra	10	Imbabura	1002	Antonio Ante	100250	Atuntaqui
143			Sierra	10	Imbabura	1002	Antonio Ante	100252	San Francisco de Natabuela
143			Sierra	10	Imbabura	1003	Cotacachi	100350	Cotacachi
143			Sierra	10	Imbabura	1002	Antonio Ante	100254	San Roque
143			Sierra	10	Imbabura	1004	Otavalo	100456	San Juan de Iluman
143			Sierra	10	Imbabura	1004	Otavalo	100450	Otavalo
143			Sierra	10	Imbabura	1004	Otavalo	100451	Dr. Miguel Egas Cabezas (Peguche)
144			Sierra	10	Imbabura	1003	Cotacachi	100358	Vacas Galindo (El Churo) (cab. en San Miguel_Alto)
144			Sierra	10	Imbabura	1003	Cotacachi	100356	Quiroga
144			Sierra	10	Imbabura	1004	Otavalo	100459	Selva Alegre (cab. en San Miguel de Pamplona)
144			Sierra	17	Pichincha	1701	Quito	170181	San JosÚ de Minas
145	210251	El Reventador	AmazonÝa	21	Sucumbios	2102	Gonzalo Pizarro	210251	El Reventador
146	170950	Puerto Quito	Sierra	17	Pichincha	1709	Puerto Quito	170950	Puerto Quito
147			Costa	13	Manabi	1317	Pedernales	131751	Cojimies
147			Costa	13	Manabi	1317	Pedernales	131750	Pedernales
148	170850	Pedro Vicente Maldonado	Sierra	17	Pichincha	1708	Pedro Vicente Maldonado	170850	Pedro Vicente Maldonado
149			Sierra	10	Imbabura	1001	Ibarra	100150	Ibarra
149			Sierra	10	Imbabura	1001	Ibarra	100157	San Antonio
149			Sierra	10	Imbabura	1002	Antonio Ante	100252	San Francisco de Natabuela
149			Sierra	10	Imbabura	1001	Ibarra	100154	La Esperanza
149			Sierra	10	Imbabura	1001	Ibarra	100152	Angochagua
149			Sierra	10	Imbabura	1004	Otavalo	100457	San Pablo
150			Sierra	10	Imbabura	1003	Cotacachi	100356	Quiroga
150			Sierra	10	Imbabura	1004	Otavalo	100455	San JosÚ de Quichinche
150			Sierra	10	Imbabura	1004	Otavalo	100450	Otavalo
150			Sierra	17	Pichincha	1701	Quito	170181	San JosÚ de Minas
151			Sierra	10	Imbabura	1001	Ibarra	100157	San Antonio
151			Sierra	10	Imbabura	1002	Antonio Ante	100250	Atuntaqui
151			Sierra	10	Imbabura	1002	Antonio Ante	100252	San Francisco de Natabuela
151			Sierra	10	Imbabura	1003	Cotacachi	100350	Cotacachi
151			Sierra	10	Imbabura	1002	Antonio Ante	100254	San Roque
151			Sierra	10	Imbabura	1004	Otavalo	100456	San Juan de Iluman
151			Sierra	10	Imbabura	1004	Otavalo	100450	Otavalo
151			Sierra	10	Imbabura	1004	Otavalo	100451	Dr. Miguel Egas Cabezas (Peguche)
151			Sierra	10	Imbabura	1004	Otavalo	100452	Eugenio Espejo
152			Sierra	10	Imbabura	1001	Ibarra	100154	La Esperanza
152			Sierra	10	Imbabura	1001	Ibarra	100152	Angochagua
152			Sierra	10	Imbabura	1004	Otavalo	100457	San Pablo
152			Sierra	17	Pichincha	1702	Cayambe	170253	Olmedo (Pesillo)
153	210153	General Farfan	AmazonÝa	21	Sucumbios	2101	Lago Agrio	210153	General Farfan
154	210351	Palma Roja	AmazonÝa	21	Sucumbios	2103	Putumayo	210351	Palma Roja
155			Sierra	10	Imbabura	1004	Otavalo	100455	San JosÚ de Quichinche
155			Sierra	10	Imbabura	1004	Otavalo	100450	Otavalo
155			Sierra	10	Imbabura	1004	Otavalo	100452	Eugenio Espejo
155			Sierra	10	Imbabura	1004	Otavalo	100454	Pataqui
155			Sierra	17	Pichincha	1701	Quito	170153	Atahalpa (Habaspamba)
156			AmazonÝa	21	Sucumbios	2101	Lago Agrio	210150	Nueva Loja
156			AmazonÝa	21	Sucumbios	2101	Lago Agrio	210158	Sta. Cecilia
157			Sierra	10	Imbabura	1002	Antonio Ante	100250	Atuntaqui
157			Sierra	10	Imbabura	1003	Cotacachi	100350	Cotacachi
157			Sierra	10	Imbabura	1003	Cotacachi	100356	Quiroga
157			Sierra	10	Imbabura	1002	Antonio Ante	100254	San Roque
157			Sierra	10	Imbabura	1004	Otavalo	100456	San Juan de Iluman
157			Sierra	10	Imbabura	1004	Otavalo	100450	Otavalo
157			Sierra	10	Imbabura	1004	Otavalo	100451	Dr. Miguel Egas Cabezas (Peguche)
157			Sierra	10	Imbabura	1004	Otavalo	100457	San Pablo
157			Sierra	10	Imbabura	1004	Otavalo	100452	Eugenio Espejo
157			Sierra	10	Imbabura	1004	Otavalo	100458	San Rafael
158			AmazonÝa	21	Sucumbios	2103	Putumayo	210351	Palma Roja
158			AmazonÝa	21	Sucumbios	2101	Lago Agrio	210156	Pacayacu
159			Sierra	10	Imbabura	1004	Otavalo	100459	Selva Alegre (cab. en San Miguel de Pamplona)
159			Sierra	17	Pichincha	1701	Quito	170181	San JosÚ de Minas
160			Sierra	10	Imbabura	1001	Ibarra	100154	La Esperanza
160			Sierra	10	Imbabura	1001	Ibarra	100152	Angochagua
160			Sierra	10	Imbabura	1004	Otavalo	100450	Otavalo
160			Sierra	10	Imbabura	1004	Otavalo	100457	San Pablo
160			Sierra	10	Imbabura	1004	Otavalo	100458	San Rafael
160			Sierra	10	Imbabura	1004	Otavalo	100453	Gonzalez Sußrez
161	170172	Pacto	Sierra	17	Pichincha	1701	Quito	170172	Pacto
162	080455	La Uni¾n	Costa	08	Esmeraldas	0804	Quininde	080455	La Uni¾n
163			Sierra	17	Pichincha	1701	Quito	170172	Pacto
163			Sierra	17	Pichincha	1701	Quito	170161	Gualea
163			Sierra	17	Pichincha	1701	Quito	170168	Nanegal
163			Sierra	17	Pichincha	1701	Quito	170169	Nanegalito
164			Sierra	10	Imbabura	1004	Otavalo	100450	Otavalo
164			Sierra	10	Imbabura	1004	Otavalo	100457	San Pablo
164			Sierra	10	Imbabura	1004	Otavalo	100452	Eugenio Espejo
164			Sierra	10	Imbabura	1004	Otavalo	100458	San Rafael
164			Sierra	10	Imbabura	1004	Otavalo	100453	Gonzalez Sußrez
165			Sierra	17	Pichincha	1701	Quito	170168	Nanegal
165			Sierra	17	Pichincha	1701	Quito	170169	Nanegalito
166			AmazonÝa	21	Sucumbios	2101	Lago Agrio	210157	Jambeli
166			AmazonÝa	21	Sucumbios	2106	Cascales	210650	El Dorado de Cascales
166			AmazonÝa	21	Sucumbios	2106	Cascales	210651	Santa Rosa de Sucumbios
166			AmazonÝa	21	Sucumbios	2106	Cascales	210652	Sevilla
167			Sierra	10	Imbabura	1004	Otavalo	100450	Otavalo
167			Sierra	10	Imbabura	1004	Otavalo	100457	San Pablo
167			Sierra	10	Imbabura	1004	Otavalo	100452	Eugenio Espejo
167			Sierra	10	Imbabura	1004	Otavalo	100458	San Rafael
167			Sierra	10	Imbabura	1004	Otavalo	100453	Gonzalez Sußrez
168			Costa	13	Manabi	1317	Pedernales	131751	Cojimies
168			Costa	13	Manabi	1317	Pedernales	131750	Pedernales
168			Costa	13	Manabi	1317	Pedernales	131752	10 de Agosto
169			AmazonÝa	21	Sucumbios	2101	Lago Agrio	210157	Jambeli
169			AmazonÝa	21	Sucumbios	2101	Lago Agrio	210150	Nueva Loja
169			AmazonÝa	21	Sucumbios	2101	Lago Agrio	210158	Sta. Cecilia
170			Sierra	10	Imbabura	1004	Otavalo	100455	San JosÚ de Quichinche
170			Sierra	10	Imbabura	1004	Otavalo	100450	Otavalo
170			Sierra	17	Pichincha	1701	Quito	170181	San JosÚ de Minas
170			Sierra	10	Imbabura	1004	Otavalo	100454	Pataqui
170			Sierra	17	Pichincha	1701	Quito	170153	Atahalpa (Habaspamba)
171			AmazonÝa	21	Sucumbios	2102	Gonzalo Pizarro	210251	El Reventador
171			Sierra	17	Pichincha	1702	Cayambe	170253	Olmedo (Pesillo)
171			Sierra	17	Pichincha	1702	Cayambe	170250	Cayambe
172			Sierra	10	Imbabura	1004	Otavalo	100457	San Pablo
172			Sierra	10	Imbabura	1004	Otavalo	100452	Eugenio Espejo
172			Sierra	10	Imbabura	1004	Otavalo	100458	San Rafael
172			Sierra	10	Imbabura	1004	Otavalo	100453	Gonzalez Sußrez
172			Sierra	17	Pichincha	1702	Cayambe	170250	Cayambe
172			Sierra	17	Pichincha	1704	Pedro Moncayo	170454	Tupigachi
173			Sierra	10	Imbabura	1004	Otavalo	100450	Otavalo
173			Sierra	17	Pichincha	1701	Quito	170181	San JosÚ de Minas
173			Sierra	10	Imbabura	1004	Otavalo	100454	Pataqui
173			Sierra	17	Pichincha	1701	Quito	170153	Atahalpa (Habaspamba)
173			Sierra	17	Pichincha	1704	Pedro Moncayo	170453	Tocachi
173			Sierra	17	Pichincha	1701	Quito	170158	Chavezpamba
173			Sierra	17	Pichincha	1701	Quito	170178	Puellaro
173			Sierra	17	Pichincha	1704	Pedro Moncayo	170452	Malchingui
174			Galßpagos	20	Gal?pagos	2002	Isabela	200250	Puerto Villamil
174									
175			Sierra	17	Pichincha	1701	Quito	170168	Nanegal
175			Sierra	17	Pichincha	1701	Quito	170154	Calacali
176			Sierra	17	Pichincha	1704	Pedro Moncayo	170453	Tocachi
176			Sierra	17	Pichincha	1704	Pedro Moncayo	170451	La Esperanza
176			Sierra	17	Pichincha	1701	Quito	170178	Puellaro
176			Sierra	17	Pichincha	1704	Pedro Moncayo	170452	Malchingui
177	170250	Cayambe	Sierra	17	Pichincha	1702	Cayambe	170250	Cayambe
178			AmazonÝa	21	Sucumbios	2106	Cascales	210650	El Dorado de Cascales
178			AmazonÝa	21	Sucumbios	2106	Cascales	210651	Santa Rosa de Sucumbios
178			AmazonÝa	21	Sucumbios	2106	Cascales	210652	Sevilla
179			Sierra	17	Pichincha	1701	Quito	170161	Gualea
179			Sierra	17	Pichincha	1701	Quito	170169	Nanegalito
179			Sierra	17	Pichincha	1707	San Miguel De Los Bancos	170751	Mindo
180			AmazonÝa	21	Sucumbios	2102	Gonzalo Pizarro	210254	Puerto Libre
180			AmazonÝa	21	Sucumbios	2102	Gonzalo Pizarro	210251	El Reventador
180			AmazonÝa	21	Sucumbios	2102	Gonzalo Pizarro	210250	Lumbaqui
180			AmazonÝa	21	Sucumbios	2102	Gonzalo Pizarro	210252	Gonzalo Pizarro
181			Sierra	17	Pichincha	1701	Quito	170181	San JosÚ de Minas
181			Sierra	17	Pichincha	1701	Quito	170153	Atahalpa (Habaspamba)
181			Sierra	17	Pichincha	1701	Quito	170158	Chavezpamba
181			Sierra	17	Pichincha	1701	Quito	170174	Perucho
181			Sierra	17	Pichincha	1701	Quito	170178	Puellaro
182			Sierra	17	Pichincha	1704	Pedro Moncayo	170453	Tocachi
182			Sierra	17	Pichincha	1704	Pedro Moncayo	170451	La Esperanza
182			Sierra	17	Pichincha	1704	Pedro Moncayo	170450	Tabacundo
183			Sierra	17	Pichincha	1704	Pedro Moncayo	170451	La Esperanza
183			Sierra	17	Pichincha	1704	Pedro Moncayo	170450	Tabacundo
183			Sierra	17	Pichincha	1704	Pedro Moncayo	170454	Tupigachi
183			Sierra	17	Pichincha	1702	Cayambe	170252	Cangahua
184			Sierra	17	Pichincha	1701	Quito	170154	Calacali
184			Sierra	17	Pichincha	1701	Quito	170180	San Antonio
184			Sierra	17	Pichincha	1701	Quito	170178	Puellaro
184			Sierra	17	Pichincha	1704	Pedro Moncayo	170452	Malchingui
185	900252	La Concordia	Costa	90	No Delimitada	9002	La Concordia	900252	La Concordia
186			Sierra	17	Pichincha	1701	Quito	170181	San JosÚ de Minas
186			Sierra	17	Pichincha	1701	Quito	170153	Atahalpa (Habaspamba)
186			Sierra	17	Pichincha	1701	Quito	170158	Chavezpamba
186			Sierra	17	Pichincha	1701	Quito	170180	San Antonio
186			Sierra	17	Pichincha	1701	Quito	170174	Perucho
186			Sierra	17	Pichincha	1701	Quito	170178	Puellaro
187			Sierra	10	Imbabura	1004	Otavalo	100453	Gonzalez Sußrez
187			Sierra	17	Pichincha	1702	Cayambe	170250	Cayambe
187			Sierra	17	Pichincha	1704	Pedro Moncayo	170450	Tabacundo
187			Sierra	17	Pichincha	1704	Pedro Moncayo	170454	Tupigachi
188			Sierra	17	Pichincha	1701	Quito	170158	Chavezpamba
188			Sierra	17	Pichincha	1701	Quito	170180	San Antonio
188			Sierra	17	Pichincha	1701	Quito	170174	Perucho
188			Sierra	17	Pichincha	1701	Quito	170178	Puellaro
188			Sierra	17	Pichincha	1704	Pedro Moncayo	170452	Malchingui
189			Sierra	17	Pichincha	1704	Pedro Moncayo	170453	Tocachi
189			Sierra	17	Pichincha	1701	Quito	170178	Puellaro
189			Sierra	17	Pichincha	1704	Pedro Moncayo	170452	Malchingui
190			AmazonÝa	21	Sucumbios	2101	Lago Agrio	210156	Pacayacu
190			AmazonÝa	21	Sucumbios	2101	Lago Agrio	210152	Dureno
190			AmazonÝa	21	Sucumbios	2101	Lago Agrio	210155	El Eno
190			AmazonÝa	21	Sucumbios	2104	Shushufindi	210450	Shushufindi
191			Sierra	17	Pichincha	1708	Pedro Vicente Maldonado	170850	Pedro Vicente Maldonado
191			Sierra	17	Pichincha	1707	San Miguel De Los Bancos	170750	San Miguel de los Bancos
192	130354	Chibunga	Costa	13	Manabi	1303	Chone	130354	Chibunga
193			AmazonÝa	21	Sucumbios	2101	Lago Agrio	210150	Nueva Loja
193			AmazonÝa	21	Sucumbios	2101	Lago Agrio	210155	El Eno
193			AmazonÝa	22	Orellana	2203	La Joya De Los Sachas	220351	Enokanqui
194			AmazonÝa	21	Sucumbios	2103	Putumayo	210352	Puerto Bolivar (Puerto Montufar)
194			AmazonÝa	21	Sucumbios	2107	Cuyabeno	210750	Tarapoa
195	170171	Nono	Sierra	17	Pichincha	1701	Quito	170171	Nono
196			Costa	13	Manabi	1303	Chone	130354	Chibunga
196			Costa	13	Manabi	1317	Pedernales	131752	10 de Agosto
196			Costa	13	Manabi	1303	Chone	130353	Convento
197			Sierra	17	Pichincha	1701	Quito	170169	Nanegalito
197			Sierra	17	Pichincha	1707	San Miguel De Los Bancos	170751	Mindo
198			Sierra	17	Pichincha	1702	Cayambe	170250	Cayambe
198			AmazonÝa	15	Napo	1504	El Chaco	150453	Oyacachi
198			Sierra	17	Pichincha	1702	Cayambe	170252	Cangahua
199	210252	Gonzalo Pizarro	AmazonÝa	21	Sucumbios	2102	Gonzalo Pizarro	210252	Gonzalo Pizarro
200	170252	Cangahua	Sierra	17	Pichincha	1702	Cayambe	170252	Cangahua
201			Sierra	17	Pichincha	1704	Pedro Moncayo	170453	Tocachi
201			Sierra	17	Pichincha	1704	Pedro Moncayo	170451	La Esperanza
201			Sierra	17	Pichincha	1704	Pedro Moncayo	170450	Tabacundo
201			Sierra	17	Pichincha	1702	Cayambe	170252	Cangahua
201			Sierra	17	Pichincha	1702	Cayambe	170254	Oton
201			Sierra	17	Pichincha	1702	Cayambe	170255	Santa Rosa de Cuzubamba
